experiment,num_ind,max_sites,num_observation,seq_len,rec_rate,mut_rate,population value,bt_sites_lower,bt_sites_within,bt_sites_above,jk_one_sites_lower,jk_one_sites_within,jk_one_sites_above,jk_mj_sites_lower,jk_mj_sites_within,jk_mj_sites_above,bt_ind_lower,bt_ind_within,bt_ind_above,jk_ind_lower,jk_ind_within,jk_ind_above
0,50,5000,10,100000000.0,1e-08,1e-08,0.13384365592395825,0,9,1,0,9,1,0,10,0,0,8,2,0,8,2
0,50,14819,10,100000000.0,1e-08,1e-08,0.13384365592395825,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
0,50,14819,10,100000000.0,1e-08,1e-08,0.13384365592395825,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
1,50,5000,10,100000000.0,1e-08,1e-08,0.13253602951060578,0,9,1,0,9,1,0,10,0,1,4,5,1,4,5
1,50,15340,10,100000000.0,1e-08,1e-08,0.13253602951060578,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
1,50,15340,10,100000000.0,1e-08,1e-08,0.13253602951060578,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
2,50,5000,10,100000000.0,1e-08,1e-08,0.1345899999979686,0,10,0,0,10,0,0,10,0,1,7,2,1,7,2
2,50,14783,10,100000000.0,1e-08,1e-08,0.1345899999979686,0,10,0,0,10,0,0,10,0,1,9,0,1,9,0
2,50,14783,10,100000000.0,1e-08,1e-08,0.1345899999979686,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
3,50,5000,10,100000000.0,1e-08,1e-08,0.12935531675292314,0,10,0,0,10,0,0,10,0,3,5,2,3,4,3
3,50,15040,10,100000000.0,1e-08,1e-08,0.12935531675292314,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
3,50,15040,10,100000000.0,1e-08,1e-08,0.12935531675292314,0,10,0,0,10,0,0,10,0,1,9,0,1,9,0
4,50,5000,10,100000000.0,1e-08,1e-08,0.1309515417863371,0,10,0,0,10,0,0,10,0,0,9,1,0,9,1
4,50,15048,10,100000000.0,1e-08,1e-08,0.1309515417863371,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
4,50,15048,10,100000000.0,1e-08,1e-08,0.1309515417863371,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
