experiment,num_ind,max_sites,num_observation,seq_len,rec_rate,mut_rate,population value,bt_sites_lower,bt_sites_within,bt_sites_above,jk_one_sites_lower,jk_one_sites_within,jk_one_sites_above,jk_mj_sites_lower,jk_mj_sites_within,jk_mj_sites_above,bt_ind_lower,bt_ind_within,bt_ind_above,jk_ind_lower,jk_ind_within,jk_ind_above
0,50,5000,10,100000000.0,1e-08,1e-08,0.1334629867062555,0,9,1,0,9,1,0,9,1,0,9,1,0,9,1
0,50,14819,10,100000000.0,1e-08,1e-08,0.1334629867062555,1,8,1,1,8,1,0,10,0,2,7,1,2,7,1
0,50,14819,10,100000000.0,1e-08,1e-08,0.1334629867062555,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
1,50,5000,10,100000000.0,1e-08,1e-08,0.13245880052151238,0,9,1,0,8,2,0,10,0,1,5,4,1,5,4
1,50,15340,10,100000000.0,1e-08,1e-08,0.13245880052151238,2,8,0,2,8,0,0,10,0,2,8,0,2,8,0
1,50,15340,10,100000000.0,1e-08,1e-08,0.13245880052151238,0,9,1,0,9,1,0,10,0,0,10,0,0,10,0
2,50,5000,10,100000000.0,1e-08,1e-08,0.13425407562740987,0,10,0,0,10,0,0,10,0,1,8,1,1,8,1
2,50,14783,10,100000000.0,1e-08,1e-08,0.13425407562740987,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
2,50,14783,10,100000000.0,1e-08,1e-08,0.13425407562740987,1,9,0,1,9,0,0,10,0,1,9,0,1,9,0
3,50,5000,10,100000000.0,1e-08,1e-08,0.12890585106382976,0,9,1,0,9,1,0,9,1,1,8,1,1,8,1
3,50,15040,10,100000000.0,1e-08,1e-08,0.12890585106382976,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
3,50,15040,10,100000000.0,1e-08,1e-08,0.12890585106382976,1,9,0,1,9,0,0,10,0,1,9,0,1,9,0
4,50,5000,10,100000000.0,1e-08,1e-08,0.1307672780435938,0,10,0,0,10,0,0,10,0,1,8,1,1,8,1
4,50,15048,10,100000000.0,1e-08,1e-08,0.1307672780435938,0,9,1,0,9,1,0,10,0,0,9,1,0,9,1
4,50,15048,10,100000000.0,1e-08,1e-08,0.1307672780435938,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0
